,0
2017-12-11,374626.19
2017-12-08,375248.27
2017-12-07,375822.34
2017-12-06,364841.56
2017-12-05,365307.73
2017-12-04,366007.11
2017-12-01,378392.8
2017-11-30,384437.42
2017-11-29,383421.07
2017-11-28,383774.24
2017-11-27,383439.07
2017-11-24,382683.72
2017-11-23,379458.1
2017-11-22,380038.0
2017-11-21,380085.06
2017-11-20,378993.04
2017-11-17,378866.96
2017-11-16,378135.8
2017-11-15,378395.97
2017-11-14,377849.5
2017-11-13,377319.51
2017-11-10,377355.31
2017-11-09,375927.3
2017-11-08,376242.46
2017-11-07,377007.81
2017-11-03,378752.12
2017-11-02,378178.95
2017-11-01,377186.35
2017-10-31,376647.35
2017-10-30,376156.19
2017-10-27,375909.31
2017-10-26,377551.06
2017-10-25,343453.08
2017-10-24,342899.34
2017-10-23,342394.22
2017-10-20,341836.71
2017-10-19,341922.52
2017-10-18,341330.08
2017-10-17,344840.66
2017-10-16,343942.44
2017-10-13,343499.97
2017-10-12,342574.55
2017-10-11,341666.36
2017-10-10,342054.24
2017-10-09,342084.15
2017-10-06,341929.31
2017-10-05,341902.03
2017-10-04,344198.1
2017-10-03,345479.67
2017-10-02,396251.53
2017-09-29,345968.61
2017-09-28,345737.78
2017-09-27,354366.76
2017-09-26,374307.59
2017-09-25,344474.44
2017-09-22,343531.95
2017-09-21,344322.46
2017-09-20,344205.24
2017-09-19,444415.26
2017-09-18,419616.04
2017-09-15,344879.53
2017-09-14,343248.0
2017-09-13,342786.84
2017-09-12,342698.96
2017-09-11,340667.56
2017-09-08,340655.33
2017-09-07,341738.63
2017-09-06,369954.86
2017-09-05,342145.24
2017-09-04,341953.29
2017-09-01,390322.82
2017-08-31,390359.84
2017-08-30,378607.36
2017-08-29,380246.61
2017-08-28,379584.87
2017-08-25,379704.74
2017-08-24,381182.21
2017-08-23,373333.72
2017-08-22,373137.76
2017-08-21,372807.13
2017-08-18,375980.27
2017-08-17,375830.62
2017-08-16,369080.52
2017-08-15,360765.68
2017-08-14,361013.01
2017-08-11,360964.43
2017-08-10,359815.83
2017-08-09,330232.48
2017-08-08,338456.57
2017-08-07,338572.88
2017-08-04,341422.63
2017-08-03,341589.05
2017-08-02,335706.73
2017-08-01,344229.67
2017-07-31,347494.12
2017-07-28,338169.21
2017-07-27,338312.41
2017-07-26,337291.84
2017-07-25,341294.31
2017-07-24,333073.64
2017-07-21,332300.84
2017-07-20,332205.55
2017-07-19,333153.46
2017-07-18,341096.96
2017-07-17,332153.16
2017-07-14,331223.18
2017-07-13,330962.09
2017-07-12,330835.91
2017-07-11,331152.37
2017-07-10,329606.06
2017-07-07,328897.53
2017-07-06,328222.78
2017-07-05,329018.1
2017-07-04,329212.54
2017-07-03,329189.3
2017-06-30,328503.85
2017-06-29,327463.79
2017-06-28,328156.08
2017-06-27,328465.78
2017-06-26,328304.88
2017-06-23,324748.71
2017-06-22,323584.24
2017-06-21,323218.79
2017-06-20,323347.77
2017-06-19,323863.51
2017-06-16,323519.94
2017-06-15,321108.25
2017-06-14,321002.33
2017-06-13,319944.09
2017-06-09,319816.21
2017-06-08,319904.32
2017-06-07,319726.14
2017-06-06,319596.82
2017-06-05,318869.12
2017-06-02,318380.36
2017-06-01,319582.43
2017-05-31,318744.66
2017-05-30,318258.67
2017-05-29,319077.61
2017-05-26,319380.5
2017-05-25,319343.2
2017-05-24,318925.87
2017-05-23,318884.92
2017-05-22,321621.19
2017-05-19,321675.05
2017-05-18,321472.42
2017-05-17,320859.32
2017-05-16,320496.65
2017-05-15,321193.13
2017-05-12,321253.04
2017-05-11,320266.36
2017-05-10,320122.42
2017-05-05,320376.26
2017-05-04,319726.31
2017-05-03,319610.47
2017-05-02,569565.02
2017-04-28,319962.15
2017-04-27,320883.37
2017-04-26,320085.56
2017-04-25,319989.2
2017-04-24,322549.64
2017-04-21,322536.46
2017-04-20,322585.81
2017-04-19,322667.04
2017-04-18,323413.3
2017-04-17,324191.37
2017-04-14,324228.34
2017-04-13,323856.61
2017-04-12,323630.57
2017-04-11,323319.94
2017-04-10,323223.85
2017-04-07,323260.99
2017-04-06,324120.42
2017-04-05,325478.58
2017-04-04,325419.6
2017-04-03,571778.61
2017-03-31,325758.15
2017-03-30,334484.36
2017-03-29,335161.4
2017-03-28,335494.33
2017-03-27,335368.59
2017-03-24,341053.2
2017-03-23,337555.58
2017-03-22,337212.58
2017-03-21,338857.24
2017-03-20,338583.07
2017-03-17,339276.32
2017-03-16,338491.52
2017-03-15,338465.06
2017-03-14,337864.36
2017-03-13,337554.18
2017-03-10,336226.83
2017-03-09,333992.23
2017-03-07,334103.44
2017-03-06,333566.36
2017-03-03,334503.49
2017-03-02,334556.71
2017-03-01,486165.62
2017-02-28,335923.57
2017-02-27,328666.59
2017-02-22,327709.32
2017-02-21,328753.42
2017-02-20,328436.81
2017-02-17,327351.75
2017-02-16,327012.63
2017-02-15,327339.84
2017-02-14,326736.72
2017-02-13,326732.19
2017-02-10,331525.2
2017-02-09,331605.66
2017-02-08,331705.34
2017-02-07,332063.69
2017-02-06,332180.39
2017-02-03,335293.71
2017-02-02,335210.86
2017-02-01,733405.56
2017-01-31,338338.68
2017-01-30,338349.53
2017-01-27,333963.91
2017-01-26,338289.7
2017-01-25,542268.62
2017-01-24,541901.29
2017-01-23,540736.47
2017-01-20,541075.7
2017-01-19,540362.92
2017-01-18,540402.29
2017-01-17,541558.66
2017-01-16,541070.94
2017-01-13,549453.29
2017-01-12,549761.07
2017-01-11,554614.15
2017-01-10,554885.48
2017-01-09,949791.68
2016-12-30,800057.32
2016-12-29,1025391.93
2016-12-28,544662.21
2016-12-27,923703.85
2016-12-26,545379.7
2016-12-23,544198.42
2016-12-22,537305.16
2016-12-21,781284.63
2016-12-20,816023.18
2016-12-19,780789.59
2016-12-16,779650.03
2016-12-15,583625.16
2016-12-14,635047.14
2016-12-13,533792.75
2016-12-12,534199.71
2016-12-09,532263.72
2016-12-08,531909.16
2016-12-07,530120.74
2016-12-06,534309.92
2016-12-05,534126.11
2016-12-02,533464.27
2016-12-01,1034796.46
2016-11-30,537255.54
2016-11-29,537051.55
2016-11-28,535510.16
2016-11-25,537310.93
2016-11-24,537599.75
2016-11-23,537083.58
2016-11-22,537581.45
2016-11-21,537079.74
2016-11-18,536450.05
2016-11-17,536784.63
2016-11-16,536617.78
2016-11-15,535794.69
2016-11-14,534560.48
2016-11-11,534147.39
2016-11-10,533676.86
2016-11-09,532581.39
2016-11-08,532208.64
2016-11-07,531296.41
2016-11-03,541628.5
2016-11-02,541235.87
2016-11-01,813519.31
2016-10-31,535884.52
2016-10-28,533148.77
2016-10-27,532149.27
2016-10-26,533752.61
2016-10-25,543811.91
2016-10-24,541371.08
2016-10-21,540650.34
2016-10-20,540470.6
2016-10-19,540028.57
2016-10-18,540757.74
2016-10-17,538737.05
2016-10-14,541963.2
2016-10-13,542363.04
2016-10-12,538684.39
2016-10-11,537938.68
2016-10-10,538664.14
2016-10-07,538393.25
2016-10-06,539853.79
2016-10-05,542333.07
2016-10-04,742300.36
2016-10-03,842542.92
2016-09-30,738821.17
2016-09-29,689957.5
2016-09-28,787795.57
2016-09-27,1015911.88
2016-09-26,604311.67
2016-09-23,683255.35
2016-09-22,703871.7
2016-09-21,882990.23
2016-09-20,863209.05
2016-09-19,533224.68
2016-09-16,530400.48
2016-09-15,531934.18
2016-09-14,532009.66
2016-09-13,530136.19
2016-09-12,529488.06
2016-09-09,529308.9
2016-09-08,528999.48
2016-09-07,528996.93
2016-09-06,528122.22
2016-09-05,528370.93
2016-09-02,528335.22
2016-09-01,843902.82
2016-08-31,525978.29
2016-08-30,524834.85
2016-08-29,525670.93
2016-08-26,525102.73
2016-08-25,528300.71
2016-08-24,527854.72
2016-08-23,527404.77
2016-08-22,527001.69
2016-08-19,526705.75
2016-08-18,526022.3
2016-08-17,525968.39
2016-08-16,524745.0
2016-08-15,524819.97
2016-08-12,524280.96
2016-08-11,524100.5
2016-08-10,522029.58
2016-08-09,521349.8
2016-08-08,521235.68
2016-08-05,520406.48
2016-08-04,521974.38
2016-08-03,521893.46
2016-08-02,520567.71
2016-08-01,700630.22
2016-07-29,519146.52
2016-07-28,516519.62
2016-07-27,516031.53
2016-07-26,514880.91
2016-07-25,514607.78
2016-07-22,514208.7
2016-07-21,514119.37
2016-07-20,515945.59
2016-07-19,515631.23
2016-07-18,517102.74
2016-07-15,516878.41
2016-07-14,515932.32
2016-07-13,515361.49
2016-07-12,514652.39
2016-07-11,517085.84
2016-07-08,516642.91
2016-07-07,515799.91
2016-07-06,515349.66
2016-07-05,514463.05
2016-07-04,513784.35
2016-07-01,728037.04
2016-06-30,504695.02
2016-06-29,503350.05
2016-06-28,500913.6
2016-06-27,500383.87
2016-06-24,502493.67
2016-06-23,501069.61
2016-06-22,500663.87
2016-06-21,497909.07
2016-06-20,497805.98
2016-06-17,497247.47
2016-06-16,497932.0
2016-06-15,496705.17
2016-06-14,496585.99
2016-06-10,496549.28
2016-06-09,496050.35
2016-06-08,572703.85
2016-06-07,571340.02
2016-06-06,570795.06
2016-06-03,580949.96
2016-06-02,581063.2
2016-06-01,826505.38
2016-05-31,579437.27
2016-05-30,579538.43
2016-05-27,579550.46
2016-05-26,582175.94
2016-05-25,580294.74
2016-05-24,575993.36
2016-05-23,575081.33
2016-05-20,574726.58
2016-05-19,574730.8
2016-05-18,655215.44
2016-05-17,657222.3
2016-05-16,658752.6
2016-05-13,657950.39
2016-05-12,657263.67
2016-05-11,848220.8
2016-05-10,848150.33
2016-05-06,850680.35
2016-05-05,850885.92
2016-05-04,940704.38
2016-04-29,849140.89
2016-04-28,849385.32
2016-04-27,871096.15
2016-04-26,869855.15
2016-04-25,869754.0
2016-04-22,870239.62
2016-04-21,878953.72
2016-04-20,994889.75
2016-04-19,995143.27
2016-04-18,995239.13
2016-04-15,995244.13
2016-04-14,995460.13
2016-04-13,1001412.08
2016-04-12,1003694.02
2016-04-11,1004730.78
2016-04-08,1003313.49
2016-04-07,1003978.18
2016-04-06,1003501.63
2016-04-05,1011654.15
2016-04-04,1011811.85
2016-04-01,1609154.0
2016-03-31,1012098.5
2016-03-30,1011710.67
2016-03-29,1008562.83
2016-03-28,1008215.5
2016-03-25,1006637.51
2016-03-24,1006346.17
2016-03-23,1006193.89
2016-03-22,1004044.44
2016-03-21,1014372.68
2016-03-18,1014607.68
2016-03-17,1014540.48
2016-03-16,1015411.97
2016-03-15,1013939.18
2016-03-14,1010861.83
2016-03-11,1013972.25
2016-03-10,1013099.25
2016-03-09,1054701.19
2016-03-04,1053568.23
2016-03-03,1059329.39
2016-03-02,1202041.91
2016-03-01,1421028.71
2016-02-29,1201711.17
2016-02-26,1197168.51
2016-02-25,1193841.21
2016-02-24,1179747.19
2016-02-20,1181340.39
2016-02-19,1180909.56
2016-02-18,1180510.06
2016-02-17,1228879.26
2016-02-16,1227203.97
2016-02-15,1224077.47
2016-02-12,1223378.23
2016-02-11,1223863.7
2016-02-10,1502397.14
2016-02-09,1500174.77
2016-02-08,1498834.77
2016-02-05,1499110.44
2016-02-04,1495969.74
2016-02-03,1621318.97
2016-02-02,1882922.81
2016-02-01,1958957.81
2016-01-29,1791871.4
2016-01-28,1782142.71
2016-01-27,1875528.51
2016-01-26,1877108.51
2016-01-25,1876773.58
2016-01-22,1876540.28
2016-01-21,1875813.28
2016-01-20,1874052.9
2016-01-19,1942040.86
2016-01-18,1867933.95
2016-01-15,1867994.95
2016-01-14,1811930.25
2016-01-13,1968311.23
2016-01-12,1967720.74
2016-01-11,1967107.04
2015-12-31,2037650.04
2015-12-30,2092339.86
2015-12-29,2038774.61
2015-12-28,1990005.64
2015-12-25,2010825.35
2015-12-24,2010457.51
2015-12-23,2010829.51
2015-12-22,2102500.84
2015-12-21,2039161.3
2015-12-18,2038866.3
2015-12-17,2034554.93
2015-12-16,2034814.93
2015-12-15,2034357.42
2015-12-14,2030896.68
2015-12-11,2030785.88
2015-12-10,2130656.38
2015-12-09,2099610.28
2015-12-08,2001139.28
2015-12-07,2001025.78
2015-12-04,2202357.23
2015-12-03,2202043.5
2015-12-02,2234458.5
2015-12-01,2234071.42
2015-11-30,2232331.33
2015-11-27,2232526.65
2015-11-26,2229333.03
2015-11-25,2229695.47
2015-11-24,2229817.47
2015-11-23,2230022.47
2015-11-20,2212345.22
2015-11-19,2216482.54
2015-11-18,2217779.77
2015-11-17,2216081.87
2015-11-16,2212006.73
2015-11-13,2212110.81
2015-11-12,2210764.58
2015-11-11,2432595.58
2015-11-10,2431686.51
2015-11-09,2431672.4
2015-11-06,2432033.39
2015-11-05,2448210.89
2015-11-03,2448582.89
2015-11-02,2448537.89
2015-10-30,2444676.86
2015-10-29,2443100.32
2015-10-28,2443686.1
2015-10-27,2446190.84
2015-10-26,2447331.64
2015-10-23,2447046.61
2015-10-22,2446425.34
2015-10-21,2446993.46
2015-10-20,2446317.16
2015-10-19,2445847.96
2015-10-16,2445939.46
2015-10-15,2446472.06
2015-10-14,2621462.62
2015-10-13,2621282.62
2015-10-12,2623146.9
2015-10-09,2627446.9
2015-10-08,2629157.73
2015-10-07,2643746.21
2015-10-06,2668402.71
2015-10-05,2668266.43
2015-10-02,2668479.23
2015-10-01,2665274.0
2015-09-30,2699715.0
2015-09-29,2699219.26
2015-09-28,2699843.45
2015-09-25,2697492.48
2015-09-24,2706960.47
2015-09-23,2706616.89
2015-09-22,2706566.89
2015-09-21,2709421.89
2015-09-18,2710338.86
2015-09-17,2710053.24
2015-09-16,2709785.4
2015-09-15,2708788.85
2015-09-14,2768741.33
2015-09-11,2888276.29
2015-09-10,2896616.29
2015-09-09,2932139.15
2015-09-08,2959691.51
2015-09-07,2961260.36
2015-09-04,3011340.05
2015-09-03,3020533.89
2015-09-02,3020634.39
2015-09-01,3013792.93
2015-08-31,3010279.25
2015-08-28,3009902.96
2015-08-27,3009607.96
2015-08-26,3009416.48
2015-08-25,3009321.48
2015-08-24,3006504.48
2015-08-21,3006571.59
2015-08-20,3005454.39
2015-08-19,2997392.15
2015-08-18,2998187.15
2015-08-17,2998684.41
2015-08-14,2996726.96
2015-08-13,2999300.46
2015-08-12,2977445.98
2015-08-11,2974650.54
2015-08-10,3001341.3
2015-08-07,3001072.19
2015-08-06,3019287.3
2015-08-05,3018545.35
2015-08-04,3018290.35
2015-08-03,3014242.35
2015-07-31,3021108.05
2015-07-30,3020863.05
2015-07-29,2946991.05
2015-07-28,2947546.95
2015-07-27,2947867.95
2015-07-24,2999214.45
2015-07-23,3002724.41
2015-07-22,3001352.81
2015-07-21,3003117.07
2015-07-20,3003635.17
2015-07-17,3014521.19
2015-07-16,3013530.19
2015-07-15,3037062.18
2015-07-14,3034887.28
2015-07-13,3034430.58
2015-07-10,3036359.08
2015-07-09,3037159.08
2015-07-08,3037259.99
2015-07-07,3044973.77
2015-07-06,3041844.07
2015-07-03,3040532.73
2015-07-02,3053619.28
2015-07-01,3076332.08
2015-06-30,3076220.58
2015-06-29,3073621.1
2015-06-26,3071982.09
2015-06-25,3071509.99
2015-06-24,3071569.79
2015-06-23,3073096.34
2015-06-22,3074967.77
2015-06-19,3077915.54
2015-06-18,3085339.35
2015-06-17,3083778.85
2015-06-16,3089213.85
2015-06-15,3088095.38
2015-06-11,3088293.98
2015-06-10,2951770.69
2015-06-09,2953325.69
2015-06-08,2966941.89
2015-06-05,2968972.55
2015-06-04,2976228.81
2015-06-03,3001764.81
2015-06-02,3041041.78
2015-06-01,3045592.26
2015-05-29,3046637.46
2015-05-28,3059439.16
2015-05-27,3058461.66
2015-05-26,3083086.66
2015-05-25,3085466.66
2015-05-22,3085754.66
2015-05-21,3086018.63
2015-05-20,3186372.38
2015-05-19,3186117.01
2015-05-18,3198817.45
2015-05-15,3237026.04
2015-05-14,3238490.89
2015-05-13,3100355.04
2015-05-12,3116670.29
2015-05-08,3121335.93
2015-05-07,3125810.93
2015-05-06,3268200.93
2015-05-05,3304763.3
2015-04-30,3259231.62
2015-04-29,3157677.62
2015-04-28,3157113.52
2015-04-27,3154819.52
2015-04-24,3156816.52
2015-04-23,3160893.52
2015-04-22,3230293.52
2015-04-21,3301066.42
2015-04-20,3246328.23
2015-04-17,3222032.23
2015-04-16,3226670.23
2015-04-15,3321854.73
2015-04-14,3322936.63
2015-04-13,3330100.43
2015-04-10,3338073.43
2015-04-09,3341150.93
2015-04-08,3389981.93
2015-04-07,3401389.93
2015-04-06,3402655.04
2015-04-03,3417267.97
2015-04-02,3511214.77
2015-04-01,3522507.67
2015-03-31,3519667.67
2015-03-30,3507971.37
2015-03-27,3512112.57
2015-03-26,3524290.57
2015-03-25,3528750.97
2015-03-24,3537067.37
2015-03-23,3540934.4
2015-03-20,3541854.4
2015-03-19,3529830.7
2015-03-18,3560402.33
2015-03-17,3573052.33
2015-03-16,3591223.41
2015-03-13,3590745.91
2015-03-12,3589488.01
2015-03-11,3344075.27
2015-03-10,3344671.93
2015-03-06,3401098.93
2015-03-05,3416395.93
2015-03-04,3838141.58
2015-03-03,3851072.58
2015-03-02,3862494.58
2015-02-27,3862453.93
2015-02-26,3861258.93
2015-02-25,3871719.93
2015-02-24,3880969.93
2015-02-20,3877006.86
2015-02-19,3878783.91
2015-02-18,3878772.91
2015-02-17,3875050.11
2015-02-16,3902390.63
2015-02-13,3909138.63
2015-02-12,3929958.63
2015-02-11,3642596.1
2015-02-10,3644808.1
2015-02-09,3649658.1
2015-02-06,3677417.8
2015-02-05,3732810.3
2015-02-04,3779400.3
2015-02-03,3782301.65
2015-02-02,3841672.16
2015-01-30,4030127.16
2015-01-29,4085152.6
2015-01-28,4110920.84
2015-01-27,4119920.84
2015-01-26,4142650.84
2015-01-23,4309076.49
2015-01-22,4418412.15
2015-01-21,4433218.35
2015-01-20,4434770.35
2015-01-19,4458326.6
2015-01-16,4494672.96
2015-01-15,4545380.28
2015-01-14,4416760.18
2015-01-13,4453635.78
2015-01-12,4426757.78
2014-12-31,4534304.63
2014-12-30,4521983.13
2014-12-29,4457403.38
2014-12-26,4458825.7
2014-12-25,4413249.11
2014-12-24,4080064.44
2014-12-23,4026662.99
2014-12-22,3973381.89
2014-12-19,3666422.49
2014-12-18,3640473.61
2014-12-17,3560752.0
2014-12-16,3461662.47
2014-12-15,3462130.47
2014-12-12,3454764.41
2014-12-11,3404215.96
2014-12-10,3166924.25
2014-12-09,2975137.15
2014-12-08,2977700.34
2014-12-05,3112695.84
2014-12-04,3130964.19
2014-12-03,3141199.33
2014-12-02,3038330.68
2014-12-01,3093598.04
2014-11-28,3033651.84
2014-11-27,2982063.24
2014-11-26,3002582.24
2014-11-25,3012615.67
2014-11-24,3009060.67
2014-11-21,2965479.02
2014-11-20,2965763.67
2014-11-19,2958491.67
2014-11-18,2972789.87
2014-11-17,2922560.17
2014-11-14,2923887.07
2014-11-13,2923922.07
2014-11-12,2786111.9
2014-11-11,2788859.65
2014-11-10,2802581.26
2014-11-07,2897319.18
2014-11-06,2996269.02
2014-11-05,2915651.82
2014-10-31,2990023.82
2014-10-30,2985030.82
2014-10-29,2891490.82
2014-10-28,2888543.82
2014-10-27,2881927.51
2014-10-24,2875527.51
2014-10-23,2876974.62
2014-10-22,2870102.97
2014-10-21,2920643.87
2014-10-20,2945920.82
2014-10-17,2946872.32
2014-10-16,2917505.82
2014-10-15,2830414.07
2014-10-14,2829524.03
2014-10-13,2757482.86
2014-10-10,2765493.89
2014-10-09,2766471.89
2014-10-08,2776335.94
2014-10-07,2777122.94
2014-10-06,2778272.44
2014-10-03,2757737.31
2014-10-02,2757098.84
2014-10-01,2790900.96
2014-09-30,2918145.94
2014-09-29,2786461.5
2014-09-26,2787228.68
2014-09-25,2787738.08
2014-09-24,2838658.08
2014-09-23,2836958.08
2014-09-22,2882949.08
2014-09-19,2907460.18
2014-09-18,2910460.18
2014-09-17,2901465.68
2014-09-16,2885731.28
2014-09-15,2878870.58
2014-09-12,2829064.43
2014-09-11,2826819.03
2014-09-10,2722524.48
2014-09-09,2720766.48
2014-09-08,2724964.48
2014-09-05,2722266.08
2014-09-04,2728406.08
2014-09-03,2726600.48
2014-09-02,2727407.78
2014-09-01,2727543.28
2014-08-29,2727585.78
2014-08-28,2710081.18
2014-08-27,2652591.58
2014-08-26,2685411.68
2014-08-25,2683563.38
2014-08-22,2666120.38
2014-08-21,2705370.83
2014-08-20,2741990.77
2014-08-19,2717564.1
2014-08-18,2647667.91
2014-08-15,2646854.01
2014-08-14,2644626.54
2014-08-13,2523848.44
2014-08-12,2520856.34
2014-08-11,2520955.84
2014-08-08,2520572.58
2014-08-07,2505626.58
2014-08-06,2501755.59
2014-08-05,2502036.09
2014-08-04,2509209.13
2014-08-01,2546912.63
2014-07-31,2541946.13
2014-07-30,2272689.82
2014-07-29,2283094.29
2014-07-28,2268640.79
2014-07-25,2333520.55
2014-07-24,2332720.25
2014-07-23,2381788.25
2014-07-22,2385102.9
2014-07-21,2335992.0
2014-07-18,2334945.3
2014-07-17,2404033.71
2014-07-16,2345264.83
2014-07-15,2345487.83
2014-07-14,2276464.33
2014-07-11,2316118.33
2014-07-10,2316597.17
2014-07-09,2318350.97
2014-07-08,2316634.78
2014-07-07,2309578.61
2014-07-04,2442479.66
2014-07-03,2442824.39
2014-07-02,2442979.79
2014-07-01,2403035.79
2014-06-30,2401273.64
2014-06-27,2380081.74
2014-06-26,2379781.74
2014-06-25,2375471.74
2014-06-24,2376948.74
2014-06-23,2377443.65
2014-06-20,2377787.01
2014-06-19,2378382.16
2014-06-18,2374014.66
2014-06-17,2372841.92
2014-06-16,2372841.92
2014-06-11,2068856.2
2014-06-10,2064919.88
2014-06-09,2066756.3
2014-06-06,2073630.1
2014-06-05,2076769.5
2014-06-04,2076747.7
2014-06-03,2081974.6
2014-06-02,2079402.28
2014-05-30,2079326.82
2014-05-29,2072940.32
2014-05-28,1988085.82
2014-05-27,1988474.72
2014-05-26,1990594.12
2014-05-23,1990715.3
2014-05-22,1991755.7
2014-05-21,1989652.7
2014-05-20,1993550.99
2014-05-19,1993287.81
2014-05-16,1993428.01
2014-05-15,1993197.71
2014-05-14,1698661.21
2014-05-13,1697745.01
2014-05-12,1700176.26
2014-05-08,1701051.91
2014-05-07,1708746.23
2014-05-06,1709678.51
2014-05-05,1708665.51
2014-04-30,1711140.93
2014-04-29,1707909.83
2014-04-28,1708066.74
2014-04-25,1705450.74
2014-04-24,1702221.24
2014-04-23,1703254.06
2014-04-22,1702437.71
2014-04-21,1702581.41
2014-04-18,1702427.34
2014-04-17,1701723.23
2014-04-16,1478911.6
2014-04-15,1478614.22
2014-04-14,1477727.22
2014-04-11,1560219.88
2014-04-10,1559327.68
2014-04-09,1559840.48
2014-04-08,1557752.49
2014-04-07,1556948.99
2014-04-04,1555530.99
2014-04-03,1556165.24
2014-04-02,1556207.49
2014-04-01,1555446.19
2014-03-31,1471493.19
2014-03-28,1467380.84
2014-03-27,1558477.84
2014-03-26,1555313.34
2014-03-25,1555738.04
2014-03-24,1555977.49
2014-03-21,1559252.99
2014-03-20,1558442.19
2014-03-19,1643007.99
2014-03-18,1668131.29
2014-03-17,1668357.34
2014-03-14,1672312.61
2014-03-13,1668533.87
2014-03-12,1471061.87
2014-03-11,1471063.47
2014-03-07,1466988.34
2014-03-06,1462827.59
2014-03-05,1463646.89
2014-03-04,1459649.45
2014-03-03,1459851.16
2014-02-28,1460924.61
2014-02-27,1460961.61
2014-02-26,1460509.04
2014-02-25,1462215.19
2014-02-24,1462230.19
2014-02-21,1462109.19
2014-02-20,1462451.19
2014-02-19,1465336.59
2014-02-18,1465320.79
2014-02-17,1465127.99
2014-02-14,1466129.49
2014-02-13,1466286.49
2014-02-12,1266227.44
2014-02-11,1266238.22
2014-02-10,1266152.62
2014-02-07,1316594.87
2014-02-06,1379597.87
2014-02-05,1380431.87
2014-02-04,1380431.87
2014-02-03,1380402.37
2014-01-31,1373276.48
2014-01-30,1371980.78
2014-01-29,1376043.98
2014-01-28,1377556.18
2014-01-27,1375336.12
2014-01-24,1375790.47
2014-01-23,1375668.87
2014-01-22,1367409.66
2014-01-21,1367135.56
2014-01-20,1367012.22
2014-01-17,1388469.92
2014-01-16,1388713.07
2014-01-15,1390059.67
2014-01-14,1189792.52
2014-01-13,1192667.77
2014-01-10,1291774.06
2014-01-09,1292274.16
2013-12-31,1270174.49
2013-12-30,1277329.99
2013-12-27,1184957.49
2013-12-26,1162105.99
2013-12-25,1152512.74
2013-12-24,1147620.74
2013-12-23,1128287.54
2013-12-20,1131364.06
2013-12-19,1144819.86
2013-12-18,1143653.42
2013-12-17,1137530.67
2013-12-16,1085628.92
2013-12-13,1082983.09
2013-12-12,1019791.03
2013-12-11,965761.49
2013-12-10,965148.54
2013-12-09,959560.66
2013-12-06,959966.16
2013-12-05,962223.86
2013-12-04,959647.86
2013-12-03,957375.66
2013-12-02,957148.11
2013-11-29,956822.01
2013-11-28,956735.11
2013-11-27,957653.31
2013-11-26,957656.31
2013-11-25,956112.91
2013-11-22,955972.91
2013-11-21,955615.01
2013-11-20,954328.69
2013-11-19,954378.14
2013-11-18,952784.79
2013-11-15,953755.79
2013-11-14,952688.44
2013-11-13,950946.84
2013-11-12,951248.13
2013-11-11,951510.86
2013-11-08,952777.86
2013-11-07,862277.86
2013-11-06,864096.36
2013-11-05,863196.91
2013-11-01,864042.91
2013-10-31,864652.91
2013-10-30,863692.91
2013-10-29,872142.91
2013-10-28,871672.91
2013-10-25,872723.81
2013-10-24,872680.65
2013-10-23,872431.05
2013-10-22,873623.45
2013-10-21,874074.6
2013-10-18,874002.5
2013-10-17,874981.1
2013-10-16,873904.03
2013-10-15,406079.1
2013-10-14,406079.1
2013-10-11,405954.3
2013-10-10,434669.3
2013-10-09,459869.3
2013-10-08,486821.7
2013-10-07,486961.8
2013-10-04,512373.1
2013-10-03,512481.2
2013-10-02,510711.2
2013-10-01,512707.6
2013-09-30,382553.5
2013-09-27,378612.8
2013-09-26,378668.8
2013-09-25,375511.35
2013-09-24,375813.55
2013-09-23,376401.05
2013-09-20,376086.55
2013-09-19,379656.92
2013-09-18,377118.92
2013-09-17,375593.92
2013-09-16,376352.62
2013-09-13,378396.32
2013-09-12,378517.32
2013-09-11,379637.92
2013-09-10,386115.92
2013-09-09,382115.92
2013-09-06,383093.92
2013-09-05,383514.92
2013-09-04,383882.52
2013-09-03,384137.62
2013-09-02,385152.62
2013-08-30,385161.62
2013-08-29,386030.32
2013-08-28,386038.82
2013-08-27,387538.82
2013-08-26,389998.82
2013-08-23,390640.72
2013-08-22,390379.72
2013-08-21,390379.72
2013-08-20,389899.72
2013-08-19,390603.72
2013-08-16,392008.72
2013-08-15,392227.72
2013-08-14,392685.43
2013-08-13,391588.43
2013-08-12,391620.73
2013-08-09,390818.22
2013-08-08,390821.22
2013-08-07,390824.22
2013-08-06,390352.22
2013-08-05,390105.97
2013-08-02,396105.97
2013-08-01,396105.97
2013-07-31,388371.97
2013-07-30,81606.47
2013-07-29,83634.47
2013-07-26,87580.41
2013-07-25,90857.41
2013-07-24,87030.21
2013-07-23,87210.11
2013-07-22,87163.31
2013-07-19,86257.71
2013-07-18,86283.71
2013-07-17,84166.99
2013-07-16,80459.96
2013-07-15,80559.21
2013-07-12,80607.71
2013-07-11,81100.71
2013-07-10,79556.21
2013-07-09,82911.05
2013-07-08,82817.79
2013-07-05,82920.44
2013-07-04,82947.04
2013-07-03,81058.33
2013-07-02,78244.13
2013-07-01,78300.63
2013-06-28,77182.83
2013-06-27,83038.03
2013-06-26,81860.03
2013-06-25,86785.03
2013-06-24,85400.63
2013-06-21,86176.83
2013-06-20,88212.53
2013-06-19,86462.53
2013-06-18,86631.13
2013-06-17,86531.13
2013-06-14,89661.13
2013-06-13,87604.63
2013-06-11,123611.13
