,0
2013-06-10,123977.27
2013-06-07,153025.57
2013-06-06,178108.57
2013-06-05,202783.57
2013-06-04,204727.57
2013-06-03,204783.57
2013-05-31,204801.57
2013-05-30,204812.57
2013-05-29,203234.97
2013-05-28,204226.54
2013-05-27,206070.54
2013-05-24,205969.71
2013-05-23,205950.71
2013-05-22,207203.71
2013-05-21,206735.71
2013-05-20,105716.81
2013-05-17,105534.09
2013-05-16,110808.59
2013-05-15,109808.59
2013-05-14,109910.59
2013-05-13,109910.59
2013-05-10,109910.59
2013-05-08,110039.89
2013-05-07,111466.19
2013-05-06,111216.19
2013-05-03,111216.19
2013-05-02,111216.19
2013-04-30,121005.79
2013-04-29,122688.79
2013-04-26,123283.62
2013-04-25,148306.62
2013-04-24,148231.12
2013-04-23,173125.26
2013-04-22,173047.86
2013-04-19,173125.46
2013-04-18,197067.46
2013-04-17,195574.46
2013-04-16,220580.76
2013-04-15,220580.76
2013-04-12,222532.96
2013-04-11,222428.26
2013-04-10,372173.26
2013-04-09,372152.26
2013-04-08,372102.26
2013-04-05,373347.76
2013-04-04,373447.26
2013-04-03,373923.16
2013-04-02,373958.16
2013-04-01,373958.16
2013-03-29,370569.36
2013-03-28,373047.19
2013-03-27,374778.19
2013-03-26,375404.19
2013-03-25,376007.59
2013-03-22,377333.09
2013-03-21,377823.09
2013-03-20,378666.86
2013-03-19,382366.86
2013-03-18,382348.16
2013-03-15,381669.69
2013-03-14,382306.39
2013-03-13,381609.64
2013-03-12,382705.64
2013-03-11,381118.44
2013-03-07,382130.44
2013-03-06,381140.44
2013-03-05,381166.74
2013-03-04,383147.74
2013-03-01,390122.74
2013-02-28,390318.38
2013-02-27,388318.38
2013-02-26,390259.98
2013-02-25,389405.98
2013-02-22,389563.93
2013-02-21,389363.93
2013-02-20,389857.73
2013-02-19,400157.73
2013-02-18,450226.03
2013-02-15,450477.19
2013-02-14,450597.39
2013-02-13,450514.89
2013-02-12,521002.89
2013-02-11,521002.89
2013-02-08,520878.89
2013-02-07,521729.69
2013-02-06,533165.79
2013-02-05,539765.79
2013-02-04,540418.09
2013-02-01,540204.89
2013-01-31,540309.89
2013-01-30,539315.89
2013-01-29,537516.89
2013-01-28,546188.19
2013-01-25,546188.19
2013-01-24,546152.29
2013-01-23,623249.29
2013-01-22,626089.29
2013-01-21,626114.59
2013-01-18,630634.59
2013-01-17,629614.59
2013-01-16,630688.59
2013-01-15,634589.59
2013-01-14,644945.59
2013-01-11,645907.49
2013-01-10,649928.74
2013-01-09,649928.74
2012-12-29,649770.94
2012-12-28,668472.72
2012-12-27,659093.42
2012-12-26,667819.02
2012-12-25,659259.02
2012-12-24,673796.22
2012-12-21,673299.13
2012-12-20,691419.33
2012-12-19,712491.26
2012-12-18,712160.13
2012-12-17,735218.13
2012-12-14,759767.78
2012-12-13,758424.98
2012-12-12,903340.99
2012-12-11,905262.49
2012-12-10,885262.49
2012-12-07,884972.49
2012-12-06,883972.49
2012-12-05,879966.49
2012-12-04,777395.99
2012-12-03,771148.49
2012-11-30,770994.49
2012-11-29,758458.79
2012-11-28,758018.59
2012-11-27,760291.59
2012-11-26,760291.59
2012-11-23,790035.98
2012-11-22,788840.98
2012-11-21,778936.88
2012-11-20,729253.88
2012-11-19,719286.68
2012-11-16,720130.42
2012-11-15,719120.42
2012-11-14,721139.92
2012-11-13,721354.32
2012-11-12,721551.72
2012-11-09,717451.72
2012-11-08,717359.82
2012-11-07,716813.02
2012-11-06,717663.02
2012-11-02,717481.77
2012-11-01,727859.77
2012-10-31,725046.27
2012-10-30,635907.47
2012-10-29,635849.07
2012-10-26,635551.77
2012-10-25,636198.27
2012-10-24,636223.69
2012-10-23,637248.89
2012-10-22,638618.99
2012-10-19,638618.99
2012-10-18,639149.29
2012-10-17,637649.29
2012-10-16,637479.29
2012-10-15,639543.91
2012-10-12,639612.86
2012-10-11,640612.86
2012-10-10,640707.51
2012-10-09,640779.51
2012-10-08,651747.91
2012-10-05,651772.91
2012-10-04,651791.91
2012-10-03,651618.91
2012-10-02,651618.91
2012-10-01,651095.59
2012-09-28,649246.59
2012-09-27,649622.59
2012-09-26,642093.59
2012-09-25,635145.59
2012-09-24,646269.59
2012-09-21,647075.09
2012-09-20,645120.44
2012-09-19,640571.44
2012-09-18,638837.39
2012-09-17,639269.23
2012-09-14,658433.23
2012-09-13,654374.73
2012-09-12,676160.33
2012-09-11,670580.93
2012-09-10,672770.93
2012-09-07,672863.93
2012-09-06,673005.83
2012-09-05,673133.43
2012-09-04,671438.93
2012-09-03,671783.53
2012-08-31,671802.73
2012-08-30,669468.03
2012-08-29,669360.13
2012-08-28,670581.08
2012-08-27,672565.08
2012-08-24,670200.96
2012-08-23,670277.96
2012-08-22,670328.76
2012-08-21,670262.76
2012-08-20,670262.76
2012-08-17,670378.46
2012-08-16,525219.46
2012-08-15,524778.56
2012-08-14,524793.56
2012-08-13,524751.56
2012-08-10,524797.66
2012-08-09,524624.96
2012-08-08,544585.51
2012-08-07,542652.71
2012-08-06,542679.19
2012-08-03,542279.19
2012-08-02,535815.59
2012-08-01,534321.01
2012-07-31,538914.63
2012-07-30,543336.76
2012-07-27,471366.11
2012-07-26,470826.11
2012-07-25,483324.87
2012-07-24,498972.07
2012-07-23,500691.67
2012-07-20,500714.17
2012-07-19,500760.17
2012-07-18,500032.97
2012-07-17,551503.17
2012-07-16,551465.17
2012-07-13,550468.17
2012-07-12,550468.17
2012-07-11,550468.17
2012-07-10,540468.17
2012-07-09,540131.97
2012-07-06,540879.12
2012-07-05,540880.12
2012-07-04,540926.72
2012-07-03,541026.72
2012-07-02,541428.52
2012-06-29,534898.92
2012-06-28,532544.1
2012-06-27,525464.76
2012-06-26,525915.81
2012-06-25,535978.01
2012-06-22,433697.51
2012-06-21,433918.61
2012-06-20,333065.14
2012-06-19,312598.14
2012-06-18,316561.16
2012-06-15,245897.16
2012-06-14,261192.88
2012-06-13,259548.85
2012-06-09,261598.85
2012-06-08,361279.59
2012-06-07,347488.75
2012-06-06,346488.75
2012-06-05,346076.75
2012-06-04,344076.75
2012-06-01,344293.75
2012-05-31,344413.59
2012-05-30,340113.59
2012-05-29,316044.79
2012-05-28,316063.79
2012-05-25,315696.79
2012-05-24,315647.79
2012-05-23,315613.79
2012-05-22,315369.89
2012-05-21,321367.89
2012-05-18,349406.89
2012-05-17,384389.89
2012-05-16,414063.39
2012-05-15,413041.39
2012-05-14,413141.39
2012-05-12,413291.39
2012-05-11,413271.39
2012-05-10,413309.79
2012-05-05,413509.79
2012-05-04,413518.29
2012-05-03,413643.29
2012-05-02,415841.19
2012-04-28,415638.19
2012-04-27,495143.89
2012-04-26,493189.39
2012-04-25,492718.29
2012-04-24,492718.29
2012-04-23,492653.29
2012-04-20,492653.29
2012-04-19,491953.29
2012-04-18,489853.29
2012-04-17,493718.29
2012-04-16,493649.34
2012-04-13,493715.14
2012-04-12,491208.94
2012-04-11,490454.44
2012-04-10,488578.54
2012-04-09,488578.54
2012-04-06,488623.88
2012-04-05,488636.38
2012-04-04,488687.78
2012-04-03,488837.78
2012-04-02,488986.28
2012-03-30,491802.0
2012-03-29,491859.8
2012-03-28,492775.3
2012-03-27,469904.3
2012-03-26,470004.3
2012-03-23,489021.2
2012-03-22,488748.2
2012-03-21,488715.13
2012-03-20,488715.13
2012-03-19,484015.13
2012-03-16,483102.43
2012-03-15,502602.43
2012-03-14,497412.43
2012-03-13,497412.43
2012-03-12,495602.43
2012-03-11,495620.43
2012-03-07,495810.43
2012-03-06,495810.43
2012-03-05,495118.43
2012-03-02,495118.43
2012-03-01,496375.43
2012-02-29,496290.43
2012-02-28,497244.43
2012-02-27,497244.43
2012-02-24,497244.43
2012-02-22,497030.43
2012-02-21,497012.43
2012-02-20,496887.43
2012-02-17,526887.43
2012-02-16,526967.33
2012-02-15,526999.43
2012-02-14,578999.43
2012-02-13,578999.43
2012-02-10,578999.43
2012-02-09,578987.43
2012-02-08,578862.43
2012-02-07,578862.43
2012-02-06,558762.43
2012-02-03,558882.43
2012-02-02,559162.43
2012-02-01,558156.43
2012-01-31,556156.43
2012-01-30,475144.43
2012-01-27,462617.93
2012-01-26,456617.93
2012-01-25,455984.93
2012-01-24,455984.93
2012-01-23,458984.93
2012-01-20,461252.63
2012-01-19,404486.93
2012-01-18,404436.93
2012-01-17,381436.93
2012-01-16,381468.93
2012-01-13,381564.93
2012-01-12,381953.93
2012-01-11,382179.83
2012-01-10,382046.63
2012-01-09,382046.63
2012-01-06,382046.63
2012-01-05,382046.63
2012-01-04,382046.63
2012-01-03,382046.63
2011-12-30,375217.83
2011-12-29,376025.83
2011-12-28,343507.83
2011-12-27,343186.43
2011-12-26,335369.43
2011-12-23,334632.63
2011-12-22,335591.63
2011-12-21,328091.63
2011-12-20,319801.63
2011-12-19,299801.63
2011-12-16,301801.63
2011-12-15,99621.63
2011-12-14,96646.63
2011-12-13,84146.63
2011-12-12,82035.93
2011-12-09,82035.93
2011-12-08,82035.93
2011-12-07,113035.93
2011-12-06,110543.93
2011-12-05,110393.93
2011-12-02,110333.93
2011-12-01,104274.93
2011-11-30,101674.93
2011-11-29,101662.93
2011-11-28,101460.93
2011-11-25,100950.93
2011-11-24,100920.93
2011-11-23,93526.93
2011-11-22,93526.93
2011-11-21,93526.93
2011-11-18,93526.93
2011-11-17,93466.93
2011-11-16,92971.43
2011-11-15,92971.43
2011-11-14,92971.43
2011-11-11,93036.43
2011-11-10,93036.43
2011-11-09,93036.43
2011-11-08,93036.43
2011-11-07,93036.43
2011-11-03,93010.43
2011-11-02,92852.43
2011-11-01,82446.43
2011-10-31,81943.43
2011-10-28,81943.43
2011-10-27,81943.43
2011-10-26,79893.43
2011-10-25,21928.43
2011-10-24,21928.43
2011-10-21,21941.93
2011-10-20,21941.93
2011-10-19,21941.93
2011-10-18,922.93
2011-10-17,922.93
2011-10-14,922.93
2011-10-13,922.93
2011-10-12,922.93
2011-10-11,907.93
2011-10-10,917.93
2011-10-07,932.93
2011-10-06,932.93
2011-10-05,932.93
2011-10-04,1267.81
2011-10-03,1267.81
2011-09-30,526.31
2011-09-29,509.12
2011-09-28,509.12
2011-09-27,191.43
2011-09-26,191.43
2011-09-23,191.43
2011-09-22,191.43
2011-09-21,191.43
2011-09-20,191.43
2011-09-19,177.93
2011-09-16,177.93
2011-09-15,177.93
2011-09-14,177.93
2011-09-13,177.93
2011-09-12,177.93
2011-09-09,177.93
2011-09-08,177.93
2011-09-07,177.93
2011-09-06,177.93
2011-09-05,190.16
2011-09-02,190.16
2011-09-01,190.16
2011-08-31,190.16
2011-08-30,190.16
2011-08-29,190.16
2011-08-26,190.16
2011-08-25,147.66
2011-08-24,174.66
2011-08-23,174.66
2011-08-22,174.66
2011-08-19,174.66
2011-08-18,174.66
2011-08-17,445.69
2011-08-16,459.19
2011-08-15,459.19
2011-08-12,459.19
2011-08-11,459.19
2011-08-10,188.16
2011-08-09,188.16
2011-08-08,216.16
2011-08-05,483.56
2011-08-04,478.23
2011-08-03,1228.23
2011-08-02,1228.23
2011-08-01,1228.23
2011-07-29,1245.43
2011-07-28,1215.67
2011-07-27,1297.87
2011-07-26,1350.37
2011-07-25,1358.97
2011-07-22,1358.97
2011-07-21,1358.97
2011-07-20,1358.97
2011-07-19,1361.35
2011-07-18,1361.35
2011-07-15,1361.35
2011-07-14,1361.35
2011-07-13,1361.35
2011-07-12,1374.03
2011-07-11,986.83
2011-07-08,986.83
2011-07-07,986.83
2011-07-06,986.83
2011-07-05,1406.6
2011-07-04,1386.2
2011-07-01,1395.97
2011-06-30,1395.97
2011-06-29,1395.97
2011-06-28,1401.97
2011-06-27,1403.47
2011-06-24,1410.17
2011-06-23,1421.58
2011-06-22,1427.58
2011-06-21,1427.58
2011-06-20,1427.58
2011-06-17,1487.88
2011-06-16,1508.88
2011-06-15,1356.25
2011-06-14,1370.25
2011-06-10,1370.25
2011-06-09,1370.25
2011-06-08,1370.25
2011-06-07,1370.25
2011-06-06,1370.56
2011-06-03,1656.56
2011-06-02,1656.56
2011-06-01,1677.26
2011-05-31,1721.86
2011-05-30,1771.86
2011-05-27,1808.31
2011-05-26,1736.71
2011-05-25,1773.21
2011-05-24,1773.21
2011-05-23,1773.21
2011-05-20,1773.21
2011-05-19,1700.91
2011-05-18,1687.41
2011-05-17,1687.41
2011-05-16,1692.96
2011-05-13,1692.96
2011-05-12,1747.96
2011-05-11,1486.66
2011-05-10,1527.56
2011-05-06,1545.26
2011-05-05,1545.26
2011-05-04,1549.76
2011-05-03,1549.76
2011-04-29,1499.76
2011-04-28,1469.76
2011-04-27,2002.76
2011-04-26,1982.06
2011-04-25,1987.06
2011-04-22,1936.53
2011-04-21,1936.53
2011-04-20,1938.38
2011-04-19,1967.38
2011-04-18,1992.28
2011-04-15,1992.28
2011-04-14,1992.28
2011-04-13,1992.28
2011-04-12,2057.48
2011-04-11,2062.88
2011-04-08,2080.7
2011-04-07,2080.7
2011-04-06,2085.84
2011-04-05,2442.34
2011-04-04,2442.34
2011-04-01,2442.34
2011-03-31,2950.03
2011-03-30,2593.53
2011-03-29,2623.56
2011-03-28,2692.28
2011-03-25,2703.37
2011-03-24,2715.87
2011-03-23,3749.07
2011-03-22,3763.07
2011-03-21,2855.38
2011-03-18,2729.38
2011-03-17,2729.38
2011-03-16,3138.88
2011-03-15,3145.01
2011-03-14,3158.31
2011-03-11,3169.21
2011-03-10,3269.56
2011-03-09,3333.31
2011-03-05,3333.31
2011-03-04,3367.41
2011-03-03,3421.63
2011-03-02,3431.8
2011-03-01,3478.7
2011-02-28,3514.85
2011-02-25,3550.15
2011-02-24,3601.53
2011-02-22,3757.28
2011-02-21,3792.33
2011-02-18,4085.0
2011-02-17,4984.45
2011-02-16,6266.61
2011-02-15,6266.61
2011-02-14,6276.11
2011-02-11,6737.12
2011-02-10,6781.76
2011-02-09,6595.56
2011-02-08,6633.07
2011-02-07,6761.47
2011-02-04,7442.52
2011-02-03,9457.52
2011-02-02,9457.52
2011-02-01,9420.98
2011-01-31,9429.63
2011-01-28,10210.53
2011-01-27,10309.25
2011-01-26,10210.16
2011-01-25,10485.25
2011-01-24,10561.57
2011-01-21,11035.21
2011-01-20,11075.36
2011-01-19,11085.36
2011-01-18,10974.26
2011-01-17,11411.36
2011-01-14,11711.36
2011-01-13,11717.16
2011-01-12,12001.16
2011-01-11,12177.26
2010-12-31,12500.14
2010-12-30,12429.18
2010-12-29,13530.23
2010-12-28,14088.35
2010-12-27,18404.39
2010-12-24,18637.66
2010-12-23,18167.76
2010-12-22,18182.67
2010-12-21,18325.37
2010-12-20,20070.24
2010-12-17,18835.74
2010-12-16,18825.77
2010-12-15,18890.77
2010-12-14,18995.92
2010-12-13,19038.16
2010-12-10,19043.26
2010-12-09,19262.56
2010-12-08,19889.17
2010-12-07,19684.07
2010-12-06,19633.73
2010-12-03,20241.98
2010-12-02,15674.88
2010-12-01,15672.98
2010-11-30,16218.5
2010-11-29,16035.7
2010-11-26,17313.06
2010-11-25,17892.13
2010-11-24,17950.63
2010-11-23,17928.83
2010-11-22,17773.82
2010-11-19,17834.17
2010-11-18,17824.94
2010-11-17,17822.89
2010-11-16,17839.89
2010-11-15,17773.21
2010-11-13,17779.39
2010-11-12,17803.74
2010-11-11,18020.74
2010-11-10,18075.45
2010-11-09,18220.19
2010-11-08,17823.1
2010-11-03,18006.68
2010-11-02,17685.52
2010-11-01,17990.31
2010-10-29,18069.32
2010-10-28,18005.06
2010-10-27,17965.24
2010-10-26,17796.97
2010-10-25,17833.74
2010-10-22,17648.64
2010-10-21,18699.29
2010-10-20,18732.61
2010-10-19,18762.31
2010-10-18,18458.18
2010-10-15,18460.88
2010-10-14,18715.85
2010-10-13,19323.05
2010-10-12,19263.65
2010-10-11,19186.95
2010-10-08,19284.49
2010-10-07,19223.99
2010-10-06,19105.79
2010-10-05,19099.38
2010-10-04,19335.53
2010-10-01,19855.46
2010-09-30,20457.35
2010-09-29,20546.69
2010-09-28,20560.47
2010-09-27,20572.15
2010-09-24,20655.96
2010-09-23,20589.62
2010-09-22,20900.34
2010-09-21,20929.53
2010-09-20,20922.83
2010-09-17,21679.13
2010-09-16,21764.8
2010-09-15,21687.95
2010-09-14,21666.18
2010-09-13,21647.83
2010-09-10,22632.08
2010-09-09,22607.68
2010-09-08,22586.68
2010-09-07,22518.33
2010-09-06,22473.33
2010-09-03,23478.91
2010-09-02,23483.4
2010-09-01,23514.9
2010-08-31,26712.4
2010-08-30,26697.36
2010-08-27,26785.11
2010-08-26,26785.89
2010-08-25,26884.91
2010-08-24,26835.81
2010-08-23,26872.82
2010-08-20,29777.31
2010-08-19,29785.51
2010-08-18,29788.76
2010-08-17,29611.76
2010-08-16,29529.46
2010-08-13,30529.44
2010-08-12,30920.17
2010-08-11,31108.29
2010-08-10,31099.15
2010-08-09,31138.95
2010-08-06,31126.22
2010-08-05,32150.89
2010-08-04,32045.99
2010-08-03,32163.81
2010-08-02,32459.31
2010-07-30,32816.35
2010-07-29,32863.35
2010-07-28,33676.05
2010-07-27,33889.44
2010-07-26,33965.8
2010-07-23,34124.35
2010-07-22,34396.05
2010-07-21,64308.74
2010-07-20,64313.29
2010-07-19,64328.09
2010-07-16,64348.59
2010-07-15,64342.86
2010-07-14,64318.36
2010-07-13,64062.61
2010-07-12,64215.51
2010-07-09,64121.5
2010-07-08,84037.71
2010-07-07,104010.37
2010-07-06,104036.29
2010-07-05,104154.29
2010-07-02,134229.8
2010-07-01,133748.06
2010-06-30,153860.44
2010-06-29,153906.79
2010-06-28,153882.82
2010-06-25,154708.52
2010-06-24,154766.19
2010-06-23,155513.19
2010-06-22,155317.47
2010-06-21,155405.58
2010-06-18,155552.32
2010-06-17,156042.14
2010-06-16,156041.5
2010-06-15,155388.67
2010-06-11,53924.57
2010-06-10,54421.65
2010-06-09,54728.72
2010-06-08,54989.68
2010-06-07,55126.02
2010-06-04,54844.14
2010-06-03,55500.32
2010-06-02,55554.51
2010-06-01,55622.73
2010-05-31,55621.64
2010-05-28,55995.99
2010-05-27,56027.49
2010-05-26,56047.33
2010-05-25,55850.54
2010-05-24,55774.54
2010-05-21,56186.38
2010-05-20,56173.02
2010-05-19,56180.75
2010-05-18,56153.79
2010-05-17,56234.48
2010-05-14,56390.43
2010-05-13,56565.24
2010-05-12,56585.19
2010-05-11,56568.72
2010-05-07,57761.41
2010-05-06,56903.13
2010-05-05,55836.44
2010-05-04,56002.14
2010-04-30,77601.59
2010-04-29,79284.88
2010-04-28,82827.4
2010-04-27,82464.71
2010-04-26,41716.66
2010-04-23,45480.42
2010-04-22,44939.87
2010-04-21,44898.13
2010-04-20,46438.98
2010-04-19,46426.58
2010-04-16,46989.65
2010-04-15,55642.65
2010-04-14,55816.73
2010-04-13,56076.71
2010-04-12,56314.82
2010-04-09,56831.54
2010-04-08,56753.69
2010-04-07,56840.56
2010-04-06,57438.45
2010-04-05,57316.55
2010-04-02,81123.64
2010-04-01,81186.72
2010-03-31,81673.82
2010-03-30,82810.99
2010-03-29,83649.02
2010-03-26,83688.98
2010-03-25,88214.87
2010-03-24,92332.01
2010-03-23,137333.17
2010-03-22,136468.22
2010-03-19,136591.37
2010-03-18,150041.39
2010-03-17,166331.94
2010-03-16,172228.24
2010-03-15,179515.74
2010-03-12,185107.24
2010-03-11,192680.04
2010-03-10,189047.38
2010-03-09,191819.29
2010-03-05,252224.59
2010-03-04,251272.93
2010-03-03,251436.73
2010-03-02,251222.42
2010-02-27,251551.42
2010-02-26,277802.27
2010-02-25,286279.15
2010-02-24,286758.54
2010-02-19,291266.77
2010-02-18,319253.4
2010-02-17,320678.25
2010-02-16,328047.9
2010-02-15,328265.9
2010-02-12,330986.67
2010-02-11,328236.77
2010-02-10,328532.56
2010-02-09,329010.11
2010-02-08,337331.61
2010-02-05,361738.4
2010-02-04,362774.15
2010-02-03,362729.33
2010-02-02,362735.83
2010-02-01,363569.95
2010-01-29,363781.33
2010-01-28,369741.47
2010-01-27,372912.02
2010-01-26,342193.37
2010-01-25,344059.02
2010-01-22,358869.05
2010-01-21,378135.97
2010-01-20,380397.52
2010-01-19,391120.7
2010-01-18,392893.2
2010-01-15,392987.12
2010-01-14,439418.36
2010-01-13,439579.22
2010-01-12,438928.37
2010-01-11,439125.27
2009-12-31,440183.59
2009-12-30,461184.88
2009-12-29,476150.07
2009-12-28,450776.78
2009-12-25,490542.03
2009-12-24,490042.57
2009-12-23,485797.88
2009-12-22,485624.62
2009-12-21,486032.95
2009-12-18,484409.62
2009-12-17,462441.95
2009-12-16,461810.9
2009-12-15,434654.2
2009-12-14,418961.56
2009-12-11,417838.89
2009-12-10,407676.29
2009-12-09,406534.34
2009-12-08,406769.34
2009-12-07,405220.14
2009-12-04,405564.34
2009-12-03,404749.13
2009-12-02,408286.51
2009-12-01,391432.04
2009-11-30,338013.84
2009-11-27,330463.7
2009-11-26,322698.13
2009-11-25,322825.31
2009-11-24,325571.84
2009-11-23,326091.34
2009-11-20,327971.11
2009-11-19,327351.31
2009-11-18,328913.26
2009-11-17,330124.56
2009-11-16,328940.48
2009-11-13,329419.78
2009-11-12,332409.53
2009-11-11,335212.03
2009-11-10,346298.13
2009-11-09,345168.78
2009-11-06,370718.58
2009-11-05,371249.08
2009-11-03,422040.69
2009-11-02,424294.19
2009-10-30,439323.26
2009-10-29,442543.21
2009-10-28,443833.26
2009-10-27,429015.66
2009-10-26,428825.04
2009-10-23,451561.61
2009-10-22,458024.86
2009-10-21,458709.86
2009-10-20,469174.34
2009-10-19,477410.04
2009-10-16,462957.83
2009-10-15,445921.93
2009-10-14,472262.18
2009-10-13,467544.65
2009-10-12,474126.9
2009-10-09,481428.2
2009-10-08,484354.8
2009-10-07,486477.6
2009-10-06,436422.18
2009-10-05,435167.07
2009-10-02,446437.12
2009-10-01,452207.17
2009-09-30,452473.78
2009-09-29,429032.1
2009-09-28,448438.76
2009-09-25,434410.23
2009-09-24,397798.38
2009-09-23,403672.78
2009-09-22,396668.29
2009-09-21,401568.13
2009-09-18,406581.11
2009-09-17,410228.94
2009-09-16,428804.24
2009-09-15,422072.34
2009-09-14,425048.27
2009-09-11,428553.27
2009-09-10,430097.85
2009-09-09,432103.58
2009-09-08,433544.28
2009-09-07,432418.88
2009-09-04,480219.28
2009-09-03,549393.18
2009-09-02,558263.98
2009-09-01,585224.24
2009-08-31,563842.39
2009-08-28,552832.14
2009-08-27,577743.99
2009-08-26,591780.09
2009-08-25,515265.54
2009-08-24,498147.24
2009-08-21,527463.21
2009-08-20,542469.28
2009-08-19,517071.31
2009-08-18,541046.98
2009-08-17,524088.04
2009-08-14,550309.94
2009-08-13,529045.49
2009-08-12,565486.78
2009-08-11,561241.63
2009-08-10,561024.27
2009-08-07,581736.18
2009-08-06,561306.61
2009-08-05,600854.26
2009-08-04,600809.57
2009-08-03,609893.75
2009-07-31,607579.98
2009-07-30,617675.76
2009-07-29,638669.84
2009-07-28,635280.31
2009-07-27,629339.77
2009-07-24,592032.62
2009-07-23,630444.48
2009-07-22,600292.92
2009-07-21,614611.22
2009-07-20,589165.72
2009-07-17,607037.07
2009-07-16,588122.37
2009-07-15,583526.53
2009-07-14,581991.83
2009-07-13,586166.83
2009-07-10,621017.77
2009-07-09,651036.88
2009-07-08,606764.05
2009-07-07,606801.42
2009-07-06,606752.0
2009-07-03,611972.1
2009-07-02,611410.0
2009-07-01,607910.45
2009-06-30,609530.33
2009-06-29,608208.23
2009-06-26,628947.23
2009-06-25,629381.98
2009-06-24,639084.8
2009-06-23,639538.3
2009-06-22,649991.45
2009-06-19,655322.77
2009-06-18,654685.22
2009-06-17,640873.47
2009-06-16,645471.77
2009-06-15,628565.67
2009-06-11,674440.24
2009-06-10,638896.3
2009-06-09,680397.29
2009-06-08,646506.05
2009-06-05,650011.61
2009-06-04,654709.22
2009-06-03,650187.74
2009-06-02,650151.35
2009-06-01,670308.3
2009-05-29,685915.62
2009-05-28,685380.32
2009-05-27,695049.19
2009-05-26,699995.19
2009-05-25,702062.64
2009-05-22,725980.74
2009-05-21,792634.83
2009-05-20,761276.61
2009-05-19,764675.8
2009-05-18,758250.85
2009-05-15,804098.96
2009-05-14,862260.14
2009-05-13,855710.77
2009-05-12,813876.03
2009-05-08,814409.95
2009-05-07,885160.89
2009-05-06,819889.31
2009-05-05,879780.0
2009-05-04,849969.16
2009-04-30,851000.03
2009-04-29,856566.36
2009-04-28,896897.86
2009-04-27,897466.43
2009-04-24,889019.43
2009-04-23,886373.77
2009-04-22,883716.19
2009-04-21,889410.3
2009-04-20,893212.19
2009-04-17,921623.91
2009-04-16,921842.16
2009-04-15,911484.33
2009-04-14,895149.39
2009-04-13,872582.65
2009-04-10,879255.68
2009-04-09,879991.63
2009-04-08,879693.23
2009-04-07,760753.9
2009-04-06,750497.4
2009-04-03,758554.82
2009-04-02,762868.52
2009-04-01,760638.77
2009-03-31,758133.02
2009-03-30,768942.19
2009-03-27,771090.82
2009-03-26,769678.21
2009-03-25,767867.96
2009-03-24,764424.06
2009-03-23,726061.69
2009-03-20,731643.82
2009-03-19,732081.23
2009-03-18,732288.51
2009-03-17,723970.63
2009-03-16,719760.02
2009-03-13,720617.28
2009-03-12,558186.44
2009-03-11,556219.6
2009-03-10,564943.84
2009-03-06,565301.83
2009-03-05,558820.77
2009-03-04,558057.69
2009-03-03,558112.68
2009-03-02,556864.96
2009-02-27,556901.78
2009-02-26,569498.06
2009-02-25,493625.26
2009-02-24,446817.62
2009-02-20,447300.85
2009-02-19,446304.85
2009-02-18,445855.51
2009-02-17,443093.61
2009-02-16,445697.5
2009-02-13,449753.62
2009-02-12,449674.71
2009-02-11,449073.98
2009-02-10,448947.83
2009-02-09,448647.12
2009-02-06,448153.31
2009-02-05,448685.71
2009-02-04,447691.06
2009-02-03,447620.09
2009-02-02,447906.34
2009-01-30,448029.84
2009-01-29,447887.87
2009-01-28,447881.79
2009-01-27,447831.44
2009-01-26,448082.67
2009-01-23,448316.48
2009-01-22,446854.68
2009-01-21,438923.06
2009-01-20,437502.11
2009-01-19,387892.1
2009-01-16,388631.07
2009-01-15,389242.32
2009-01-14,389621.03
2009-01-13,389507.22
2009-01-12,389831.39
2009-01-11,390523.87
2008-12-31,390453.31
2008-12-30,366061.23
2008-12-29,356814.37
2008-12-26,354345.08
2008-12-25,345681.74
2008-12-24,325622.49
2008-12-23,314888.76
2008-12-22,311159.83
2008-12-19,295407.54
2008-12-18,287090.22
2008-12-17,273720.2
2008-12-16,240600.88
2008-12-15,202246.87
2008-12-12,202425.23
2008-12-11,199109.17
2008-12-10,190333.06
2008-12-09,189959.26
2008-12-08,188507.95
2008-12-05,195207.1
2008-12-04,195158.52
2008-12-03,193145.58
2008-12-02,192892.75
2008-12-01,193003.2
2008-11-28,172310.89
2008-11-27,172468.94
2008-11-26,159508.92
2008-11-25,151135.19
2008-11-24,140881.1
2008-11-21,136879.95
2008-11-20,135323.58
2008-11-19,125421.08
2008-11-18,117579.83
2008-11-17,114446.57
2008-11-14,114325.62
2008-11-13,113984.92
2008-11-12,113048.73
2008-11-11,112768.23
2008-11-10,112763.61
2008-11-07,112174.8
2008-11-06,104677.47
2008-11-05,104119.8
2008-11-01,104480.73
2008-10-31,104195.24
2008-10-30,102684.74
2008-10-29,99936.17
2008-10-28,99558.17
2008-10-27,98717.87
2008-10-24,98324.12
2008-10-23,93508.92
2008-10-22,89296.67
2008-10-21,91772.41
2008-10-20,87595.61
2008-10-17,87549.61
2008-10-16,87549.61
2008-10-15,87495.5
2008-10-14,72281.0
2008-10-13,72735.0
2008-10-10,72385.0
2008-10-09,71343.0
2008-10-08,71343.0
2008-10-07,71343.0
2008-10-06,63343.0
2008-10-03,62643.0
2008-10-02,61943.0
2008-10-01,61693.0
2008-09-30,61693.0
